Report Name,Organisation Code,Organisation Name,Month,Patient Type,Value 1,Value 2,Value 3,Value 4
1. MSitAE Comparison,NNJ,DHU HEALTH CARE C.I.C,May-21,All Patients,2130,1073,199,NULL
1. MSitAE Comparison,NQ106,FRYATT HOSPITAL,May-21,All Patients,455,500,91,NULL
1. MSitAE Comparison,NQ108,CLACTON HOSPITAL,May-21,All Patients,2480,2675,93,NULL
1. MSitAE Comparison,NQT5F,SKELMERSDALE WALK IN CENTRE,May-21,All Patients,645,643,100,NULL
1. MSitAE Comparison,NQT5G,URGENT CARE CENTRE,May-21,All Patients,2140,No Data,NULL,NULL
1. MSitAE Comparison,NQT5H,PAULTON MEMORIAL HOSPITAL,May-21,All Patients,460,531,87,NULL
1. MSitAE Comparison,NR318,SEATON HOUSE,May-21,All Patients,9755,No Data,NULL,NULL
1. MSitAE Comparison,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,May-21,All Patients,5680,5799,98,NULL
1. MSitAE Comparison,NTPAN,PRACTICE PLUS GROUP URGENT TREATMENT CENTRE - SOUTHAMPTON,May-21,All Patients,4830,No Data,NULL,NULL
1. MSitAE Comparison,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,May-21,All Patients,775,No Data,NULL,NULL
1. MSitAE Comparison,NTV0B,ASHFORD WALK-IN-CENTRE,May-21,All Patients,2865,2871,100,NULL
1. MSitAE Comparison,NTV0W,WOKING WALK IN CENTRE,May-21,All Patients,3015,3042,99,NULL
1. MSitAE Comparison,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,May-21,All Patients,41130,41981,98,NULL
1. MSitAE Comparison,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,May-21,All Patients,21190,21157,100,NULL
1. MSitAE Comparison,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,May-21,All Patients,14900,16169,92,NULL
1. MSitAE Comparison,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,May-21,All Patients,2295,2288,100,NULL
1. MSitAE Comparison,R1F,ISLE OF WIGHT NHS TRUST,May-21,All Patients,3175,5239,61,NULL
1. MSitAE Comparison,R1H,BARTS HEALTH NHS TRUST,May-21,All Patients,29825,40900,73,NULL
1. MSitAE Comparison,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,May-21,All Patients,11965,28932,41,NULL
1. MSitAE Comparison,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,7005,6845,102,NULL
1. MSitAE Comparison,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,5010,5011,100,NULL
1. MSitAE Comparison,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,May-21,All Patients,12425,16522,75,NULL
1. MSitAE Comparison,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,May-21,All Patients,8800,8797,100,NULL
1. MSitAE Comparison,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,12480,12483,100,NULL
1. MSitAE Comparison,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,May-21,All Patients,33455,33377,100,NULL
1. MSitAE Comparison,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,May-21,All Patients,25880,25898,100,NULL
1. MSitAE Comparison,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,May-21,All Patients,17810,17387,102,NULL
1. MSitAE Comparison,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,6240,11727,53,NULL
1. MSitAE Comparison,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,May-21,All Patients,3525,2243,157,NULL
1. MSitAE Comparison,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,10275,10351,99,NULL
1. MSitAE Comparison,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,6720,6723,100,NULL
1. MSitAE Comparison,RBK,WALSALL HEALTHCARE NHS TRUST,May-21,All Patients,7795,11944,65,NULL
1. MSitAE Comparison,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,8940,11023,81,NULL
1. MSitAE Comparison,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,May-21,All Patients,16980,16981,100,NULL
1. MSitAE Comparison,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,May-21,All Patients,6810,6797,100,NULL
1. MSitAE Comparison,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,9775,9195,106,NULL
1. MSitAE Comparison,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,May-21,All Patients,4945,4357,113,NULL
1. MSitAE Comparison,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,15600,21455,73,NULL
1. MSitAE Comparison,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,12260,17920,68,NULL
1. MSitAE Comparison,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,May-21,All Patients,5375,5920,91,NULL
1. MSitAE Comparison,RCF,AIREDALE NHS FOUNDATION TRUST,May-21,All Patients,6125,6400,96,NULL
1. MSitAE Comparison,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,May-21,All Patients,5085,5083,100,NULL
1. MSitAE Comparison,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",May-21,All Patients,6665,6715,99,NULL
1. MSitAE Comparison,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,May-21,All Patients,7995,7976,100,NULL
1. MSitAE Comparison,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,8595,13456,64,NULL
1. MSitAE Comparison,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,May-21,All Patients,18595,20159,92,NULL
1. MSitAE Comparison,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,May-21,All Patients,9925,9922,100,NULL
1. MSitAE Comparison,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,May-21,All Patients,22485,22441,100,NULL
1. MSitAE Comparison,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,May-21,All Patients,15045,15135,99,NULL
1. MSitAE Comparison,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,18970,25944,73,NULL
1. MSitAE Comparison,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,May-21,All Patients,995,1107,90,NULL
1. MSitAE Comparison,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",May-21,All Patients,15145,25792,59,NULL
1. MSitAE Comparison,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,8900,8898,100,NULL
1. MSitAE Comparison,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,May-21,All Patients,8585,8579,100,NULL
1. MSitAE Comparison,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,8425,8431,100,NULL
1. MSitAE Comparison,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,May-21,All Patients,15500,15474,100,NULL
1. MSitAE Comparison,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,7505,7241,104,NULL
1. MSitAE Comparison,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,May-21,All Patients,7510,7533,100,NULL
1. MSitAE Comparison,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,13670,13697,100,NULL
1. MSitAE Comparison,RH5,SOMERSET NHS FOUNDATION TRUST,May-21,All Patients,13450,14257,94,NULL
1. MSitAE Comparison,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,May-21,All Patients,9155,10944,84,NULL
1. MSitAE Comparison,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,May-21,All Patients,12205,12205,100,NULL
1. MSitAE Comparison,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,12390,17916,69,NULL
1. MSitAE Comparison,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,May-21,All Patients,12640,12757,99,NULL
1. MSitAE Comparison,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,May-21,All Patients,13150,13647,96,NULL
1. MSitAE Comparison,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,May-21,All Patients,13840,16248,85,NULL
1. MSitAE Comparison,RJ2,LEWISHAM AND GREENWICH NHS TRUST,May-21,All Patients,18475,24542,75,NULL
1. MSitAE Comparison,RJ6,CROYDON HEALTH SERVICES NHS TRUST,May-21,All Patients,18580,18222,102,NULL
1. MSitAE Comparison,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,12745,13712,93,NULL
1. MSitAE Comparison,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,May-21,All Patients,7115,7108,100,NULL
1. MSitAE Comparison,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,May-21,All Patients,20890,22718,92,NULL
1. MSitAE Comparison,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,May-21,All Patients,13575,13570,100,NULL
1. MSitAE Comparison,RJN,EAST CHESHIRE NHS TRUST,May-21,All Patients,4195,4342,97,NULL
1. MSitAE Comparison,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,8610,7847,110,NULL
1. MSitAE Comparison,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,19025,24667,77,NULL
1. MSitAE Comparison,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,8320,13953,60,NULL
1. MSitAE Comparison,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,May-21,All Patients,12260,13101,94,NULL
1. MSitAE Comparison,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,May-21,All Patients,18960,18944,100,NULL
1. MSitAE Comparison,RKE,WHITTINGTON HEALTH NHS TRUST,May-21,All Patients,9290,9291,100,NULL
1. MSitAE Comparison,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,May-21,All Patients,21075,21749,97,NULL
1. MSitAE Comparison,RLQ,WYE VALLEY NHS TRUST,May-21,All Patients,5600,6061,92,NULL
1. MSitAE Comparison,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,May-21,All Patients,8020,8032,100,NULL
1. MSitAE Comparison,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,12285,17580,70,NULL
1. MSitAE Comparison,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,May-21,All Patients,9140,9712,94,NULL
1. MSitAE Comparison,RMC,BOLTON NHS FOUNDATION TRUST,May-21,All Patients,11380,11399,100,NULL
1. MSitAE Comparison,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,May-21,All Patients,10925,10923,100,NULL
1. MSitAE Comparison,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,10285,10292,100,NULL
1. MSitAE Comparison,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,11325,11269,100,NULL
1. MSitAE Comparison,RN7,DARTFORD AND GRAVESHAM NHS TRUST,May-21,All Patients,12810,12980,99,NULL
1. MSitAE Comparison,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,May-21,All Patients,9325,17713,53,NULL
1. MSitAE Comparison,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,May-21,All Patients,10550,9939,106,NULL
1. MSitAE Comparison,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,8455,8465,100,NULL
1. MSitAE Comparison,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,May-21,All Patients,11240,11277,100,NULL
1. MSitAE Comparison,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,May-21,All Patients,3560,2914,122,NULL
1. MSitAE Comparison,RNZ,SALISBURY NHS FOUNDATION TRUST,May-21,All Patients,4580,6010,76,NULL
1. MSitAE Comparison,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,16895,16819,100,NULL
1. MSitAE Comparison,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,4685,4685,100,NULL
1. MSitAE Comparison,RPA,MEDWAY NHS FOUNDATION TRUST,May-21,All Patients,11575,12756,91,NULL
1. MSitAE Comparison,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,870,872,100,NULL
1. MSitAE Comparison,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,May-21,All Patients,5740,5743,100,NULL
1. MSitAE Comparison,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,May-21,All Patients,18590,27362,68,NULL
1. MSitAE Comparison,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,May-21,All Patients,10425,10428,100,NULL
1. MSitAE Comparison,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,May-21,All Patients,9470,9489,100,NULL
1. MSitAE Comparison,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,May-21,All Patients,7790,7790,100,NULL
1. MSitAE Comparison,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,May-21,All Patients,20235,28034,72,NULL
1. MSitAE Comparison,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",May-21,All Patients,14025,14030,100,NULL
1. MSitAE Comparison,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,May-21,All Patients,33780,34197,99,NULL
1. MSitAE Comparison,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,10270,10765,95,NULL
1. MSitAE Comparison,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,18470,18484,100,NULL
1. MSitAE Comparison,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,11930,12890,93,NULL
1. MSitAE Comparison,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,May-21,All Patients,17660,18438,96,NULL
1. MSitAE Comparison,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,May-21,All Patients,23090,28275,82,NULL
1. MSitAE Comparison,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,12785,14232,90,NULL
1. MSitAE Comparison,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,10570,11529,92,NULL
1. MSitAE Comparison,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,May-21,All Patients,10750,10778,100,NULL
1. MSitAE Comparison,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,14345,14327,100,NULL
1. MSitAE Comparison,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,May-21,All Patients,10955,11181,98,NULL
1. MSitAE Comparison,RVJ,NORTH BRISTOL NHS TRUST,May-21,All Patients,8700,8700,100,NULL
1. MSitAE Comparison,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,May-21,All Patients,14195,14578,97,NULL
1. MSitAE Comparison,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,May-21,All Patients,22705,22824,99,NULL
1. MSitAE Comparison,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,May-21,All Patients,13965,14144,99,NULL
1. MSitAE Comparison,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,May-21,All Patients,8275,10271,81,NULL
1. MSitAE Comparison,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,May-21,All Patients,890,772,116,NULL
1. MSitAE Comparison,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,May-21,All Patients,20835,20507,102,NULL
1. MSitAE Comparison,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,May-21,All Patients,11160,11161,100,NULL
1. MSitAE Comparison,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,May-21,All Patients,9400,19268,49,NULL
1. MSitAE Comparison,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,May-21,All Patients,21725,21924,99,NULL
1. MSitAE Comparison,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,May-21,All Patients,21555,18272,118,NULL
1. MSitAE Comparison,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,May-21,All Patients,14365,14413,100,NULL
1. MSitAE Comparison,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,May-21,All Patients,14945,14720,102,NULL
1. MSitAE Comparison,RWJ,STOCKPORT NHS FOUNDATION TRUST,May-21,All Patients,9655,9672,100,NULL
1. MSitAE Comparison,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,May-21,All Patients,18615,17684,105,NULL
1. MSitAE Comparison,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,10955,10972,100,NULL
1. MSitAE Comparison,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,May-21,All Patients,2475,1593,155,NULL
1. MSitAE Comparison,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,May-21,All Patients,14890,14922,100,NULL
1. MSitAE Comparison,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,May-21,All Patients,18310,18300,100,NULL
1. MSitAE Comparison,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,May-21,All Patients,13335,13367,100,NULL
1. MSitAE Comparison,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,May-21,All Patients,23540,23540,100,NULL
1. MSitAE Comparison,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,May-21,All Patients,25960,21195,122,NULL
1. MSitAE Comparison,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,6835,17384,39,NULL
1. MSitAE Comparison,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,May-21,All Patients,15350,16059,96,NULL
1. MSitAE Comparison,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,May-21,All Patients,14860,19310,77,NULL
1. MSitAE Comparison,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,May-21,All Patients,8170,12363,66,NULL
1. MSitAE Comparison,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,May-21,All Patients,18105,18065,100,NULL
1. MSitAE Comparison,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,May-21,All Patients,13370,13376,100,NULL
1. MSitAE Comparison,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,May-21,All Patients,4875,5246,93,NULL
1. MSitAE Comparison,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,May-21,All Patients,18730,9076,206,NULL
1. MSitAE Comparison,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,May-21,All Patients,3155,2211,143,NULL
1. MSitAE Comparison,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,May-21,All Patients,5700,6552,87,NULL
1. MSitAE Comparison,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,May-21,All Patients,12870,3712,347,NULL
1. MSitAE Comparison,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,May-21,All Patients,15360,22504,68,NULL
1. MSitAE Comparison,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,May-21,All Patients,14860,30328,49,NULL
1. MSitAE Comparison,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,May-21,All Patients,2245,3153,71,NULL
1. MSitAE Comparison,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,May-21,All Patients,4220,5115,83,NULL
1. MSitAE Comparison,W5R9N,BLACKPOOL VICTORIA URGENT CARE CENTRE,May-21,All Patients,2330,No Data,NULL,NULL
1. MSitAE Comparison,AAH,TETBURY HOSPITAL TRUST LTD,Jun-21,All Patients,255,255,-,NULL
1. MSitAE Comparison,AD9,GREENBROOK HEALTHCARE,Jun-21,All Patients,6110,No Data,NULL,NULL
1. MSitAE Comparison,AD903,URGENT CARE CENTRE,Jun-21,All Patients,8060,No Data,NULL,NULL
1. MSitAE Comparison,AD904,UCC AT HILLINGDON HOSPITAL,Jun-21,All Patients,8470,No Data,NULL,NULL
1. MSitAE Comparison,AD906,UCC - NORTHWICK PARK HOSPITAL,Jun-21,All Patients,11375,No Data,NULL,NULL
1. MSitAE Comparison,AD913,BECKENHAM BEACON UCC,Jun-21,All Patients,4245,4523,94,NULL
1. MSitAE Comparison,AD914,UCC - QUEEN ELIZABETH HOSPITAL,Jun-21,All Patients,8625,No Data,NULL,NULL
1. MSitAE Comparison,AD918,UTC - CENTRAL MIDDLESEX HOSPITAL,Jun-21,All Patients,3935,No Data,NULL,NULL
1. MSitAE Comparison,ANH,MALLING HEALTH,Jun-21,All Patients,24185,No Data,NULL,NULL
1. MSitAE Comparison,AXA,TOWER HAMLETS GP CARE GROUP CIC,Jun-21,All Patients,8860,No Data,NULL,NULL
1. MSitAE Comparison,AXG,WILTSHIRE HEALTH & CARE,Jun-21,All Patients,1385,1414,98,NULL
1. MSitAE Comparison,AXT,ONE MEDICAL GROUP LIMITED,Jun-21,All Patients,7015,No Data,NULL,NULL
1. MSitAE Comparison,D0W0K,HEALTH & WELLBEING CENTRE,Jun-21,All Patients,2520,No Data,NULL,NULL
1. MSitAE Comparison,F4I4D,WHITEGATE DRIVE HEALTH CENTRE,Jun-21,All Patients,5690,No Data,NULL,NULL
1. MSitAE Comparison,NLO08,SCARBOROUGH URGENT CARE CENTRE,Jun-21,All Patients,1105,No Data,NULL,NULL
1. MSitAE Comparison,NLO15,YORKSHIRE DOCTORS URGENT CARE - VALE OF YORK,Jun-21,All Patients,*,No Data,-,NULL
1. MSitAE Comparison,NLO21,ST MARY'S URGENT CARE CENTRE,Jun-21,All Patients,50,No Data,-,NULL
1. MSitAE Comparison,NLO24,YORK HOSPITAL URGENT CARE CENTRE,Jun-21,All Patients,810,No Data,NULL,NULL
1. MSitAE Comparison,NLO26,ROYAL STOKE UNIVERSITY HOSPITAL URGENT CARE CENTRE,Jun-21,All Patients,2065,No Data,NULL,NULL
1. MSitAE Comparison,NNF,CITY HEALTH CARE PARTNERSHIP CIC,Jun-21,All Patients,11620,No Data,NULL,NULL
1. MSitAE Comparison,NNJ,DHU HEALTH CARE C.I.C,Jun-21,All Patients,2130,1116,191,NULL
1. MSitAE Comparison,NQ106,FRYATT HOSPITAL,Jun-21,All Patients,440,634,69,NULL
1. MSitAE Comparison,NQ108,CLACTON HOSPITAL,Jun-21,All Patients,2120,2859,74,NULL
1. MSitAE Comparison,NQT5F,SKELMERSDALE WALK IN CENTRE,Jun-21,All Patients,1315,1316,100,NULL
1. MSitAE Comparison,NQT5G,URGENT CARE CENTRE,Jun-21,All Patients,1770,No Data,NULL,NULL
1. MSitAE Comparison,NQT5H,PAULTON MEMORIAL HOSPITAL,Jun-21,All Patients,485,539,90,NULL
1. MSitAE Comparison,NR318,SEATON HOUSE,Jun-21,All Patients,9905,No Data,NULL,NULL
1. MSitAE Comparison,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,Jun-21,All Patients,5915,6226,95,NULL
1. MSitAE Comparison,NTPAN,PRACTICE PLUS GROUP URGENT TREATMENT CENTRE - SOUTHAMPTON,Jun-21,All Patients,5190,No Data,NULL,NULL
1. MSitAE Comparison,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Jun-21,All Patients,805,No Data,NULL,NULL
1. MSitAE Comparison,NTV0B,ASHFORD WALK-IN-CENTRE,Jun-21,All Patients,3185,3188,100,NULL
1. MSitAE Comparison,NTV0W,WOKING WALK IN CENTRE,Jun-21,All Patients,3080,2963,104,NULL
1. MSitAE Comparison,NX1,OPEROSE HEALTH (GROUP) UK LIMITED,Jun-21,All Patients,*,No Data,-,NULL
1. MSitAE Comparison,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Jun-21,All Patients,41500,42351,98,NULL
1. MSitAE Comparison,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Jun-21,All Patients,21355,21305,100,NULL
1. MSitAE Comparison,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Jun-21,All Patients,15500,16843,92,NULL
1. MSitAE Comparison,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Jun-21,All Patients,2915,2902,101,NULL
1. MSitAE Comparison,R1F,ISLE OF WIGHT NHS TRUST,Jun-21,All Patients,3480,5624,62,NULL
1. MSitAE Comparison,R1H,BARTS HEALTH NHS TRUST,Jun-21,All Patients,32245,44634,72,NULL
1. MSitAE Comparison,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Jun-21,All Patients,12435,30874,40,NULL
1. MSitAE Comparison,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Jun-21,All Patients,7695,6793,113,NULL
1. MSitAE Comparison,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Jun-21,All Patients,5170,5161,100,NULL
1. MSitAE Comparison,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Jun-21,All Patients,12835,16871,76,NULL
1. MSitAE Comparison,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Jun-21,All Patients,9625,9614,100,NULL
1. MSitAE Comparison,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Jun-21,All Patients,12585,12584,100,NULL
1. MSitAE Comparison,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Jun-21,All Patients,34375,34265,100,NULL
1. MSitAE Comparison,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Jun-21,All Patients,27350,27360,100,NULL
1. MSitAE Comparison,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Jun-21,All Patients,18415,18068,102,NULL
1. MSitAE Comparison,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Jun-21,All Patients,6775,12797,53,NULL
1. MSitAE Comparison,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,Jun-21,All Patients,3355,2505,134,NULL
1. MSitAE Comparison,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Jun-21,All Patients,10775,10904,99,NULL
